"","gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"391","COL17A1",3.46049367874125e-07,0.342254260488365,0.166,0.027,0.00735285696858941
"392","HOPX",3.60887933990821e-07,0.271302598450211,0.33,0.149,0.00766814682143697
"393","LSR",3.63749670691239e-07,0.322905129023292,0.929,0.904,0.00772895300284746
"394","MMP28",3.70016571168713e-07,0.33277425719836,0.763,0.681,0.00786211210419282
"395","KRT6C",3.7488319731391e-07,-0.312354625018438,0.115,0.239,0.00796551817652595
"396","FKBP9",3.89553140361042e-07,0.307219675575655,0.636,0.473,0.00827722512639142
"397","GRHL3",3.92154235693731e-07,-0.26561637580548,0.177,0.324,0.0083324932000204
"398","HOMER3",4.31477808357822e-07,-0.267084741699089,0.49,0.644,0.009168040471987
"399","HSPA8",4.59351570281623e-07,-0.335800486405021,0.841,0.91,0.00976030216534392
"400","HMSD",4.82456174211278e-07,0.27867444315223,0.312,0.149,0.0102512287896412
"401","ISOC2",4.94984059245065e-07,-0.333282538637634,0.522,0.681,0.0105174212908392
"402","TMEM160",4.9629360173623e-07,-0.299953335965703,0.742,0.867,0.0105452464496914
"403","BIRC2",5.12261459593332e-07,0.294547783067833,0.535,0.372,0.0108845314934391
"404","BIRC3",5.16807145770163e-07,0.307800665634158,0.235,0.08,0.0109811182333244
"405","PNKD",5.21640828080847e-07,-0.292839464641606,0.475,0.612,0.0110838243150618
"406","SIAH1",5.33584901971115e-07,-0.25374835503741,0.35,0.521,0.0113376119970823
"407","MT1M",5.66079833719146e-07,0.413796685343335,0.435,0.255,0.0120280643068644
"408","CDKN1C",5.80490738890155e-07,-0.300709493668505,0.112,0.234,0.012334267219938
"409","CFB",5.89239027529137e-07,0.362674003843264,0.504,0.346,0.0125201508569391
"410","MYO1B",6.00284750590018e-07,0.352510593173346,0.536,0.372,0.0127548503805367
"411","MAN1A1",6.13623661466168e-07,0.321541782227004,0.396,0.223,0.0130382755588331
"412","TPM4",6.71882204636031e-07,0.35865826346574,0.827,0.755,0.0142761530841064
"413","S100A14",7.32961130887991e-07,-0.298402851009197,0.91,0.957,0.015573958109108
"414","PDZK1IP1",7.42589734506141e-07,-0.275798179375396,0.741,0.856,0.0157785466787865
"415","RCN1",8.56639784921895e-07,0.295628474226494,0.677,0.511,0.0182018821500204
"416","FOSB",8.91939209297285e-07,-0.61729839349745,0.319,0.473,0.0189519243191487
"417","ADH5",9.33277200942395e-07,-0.299338281013953,0.734,0.83,0.019830273965624
"418","TMEM173",9.46964869092708e-07,0.321720063918867,0.456,0.293,0.0201211095384819
"419","HOXB2",9.49631527724435e-07,-0.251031331030772,0.367,0.521,0.0201777707010888
"420","TIMM8B",9.59625956925573e-07,-0.282723154067555,0.729,0.84,0.0203901323327546
"421","COL6A2",1.06679666629563e-06,0.251073026418381,0.157,0.027,0.0226672955654495
"422","ASB2",1.06787960713177e-06,0.270206023917278,0.301,0.133,0.0226903058923359
"423","VEGFA",1.08411608525465e-06,0.565332944363974,0.683,0.574,0.0230352985794909
"424","C12orf75",1.09245131084252e-06,0.398302280074255,0.58,0.404,0.0232124054527819
"425","HLA-DRB1",1.1270362712193e-06,-0.352775435227343,0.813,0.846,0.0239472666908678
"426","TAPBP",1.14407557510931e-06,0.315352688667231,0.889,0.83,0.0243093178199226
"427","C15orf48",1.17465621851742e-06,0.746674219774068,0.322,0.16,0.0249590953310581
"428","RHOC",1.21788297273746e-06,0.314537130811648,0.902,0.819,0.0258775774047256
"429","PET100",1.22163301159454e-06,-0.299296091012756,0.768,0.878,0.0259572582303607
"430","YWHAE",1.25808053544949e-06,0.254824874079203,0.95,0.915,0.0267316952172309
"431","RAP1B",1.42309193741408e-06,0.30385774914934,0.738,0.649,0.0302378574861743
"432","SPRR2D",1.57199011970397e-06,-0.267475811621229,0.171,0.314,0.0334016460634699
"433","CLDN8",1.58372386957876e-06,0.306920956816311,0.282,0.133,0.0336509647808094
"434","TINAGL1",1.60895462873647e-06,0.345921739093011,0.672,0.543,0.0341870679513925
"435","HOOK2",1.70212121467204e-06,-0.299965323966492,0.467,0.622,0.0361666715693516
"436","SEPTIN11",1.81430420733483e-06,0.308262597165491,0.453,0.298,0.0385503357974505
"437","LRRFIP1",1.84553057425098e-06,0.296143201473771,0.842,0.734,0.0392138336416848
"438","LOX",2.03256770378903e-06,0.368901627237322,0.391,0.234,0.0431879985701093
"439","SOX15",2.03720115601812e-06,-0.324644887826991,0.606,0.766,0.043286450163073
"440","PSMC5",2.08087555803969e-06,-0.308473007333374,0.603,0.723,0.0442144438572273
"441","CENPX",2.09166372388415e-06,-0.312637236293859,0.622,0.739,0.0444436708050904
"442","EPCAM",2.38844533996422e-06,-0.300467839200023,0.435,0.58,0.0507496865835598
"443","ANKH",2.49843241358608e-06,0.261509129446822,0.324,0.165,0.0530866919238769
"444","UBB",2.51246743890103e-06,-0.361488679482968,0.945,0.941,0.0533849081417691
"445","PPP3CA",2.53568003961145e-06,-0.264708609844162,0.383,0.532,0.053878129481664
"446","HSPH1",2.55520554358454e-06,-0.259827072524857,0.413,0.58,0.0542930073900843
"447","PGAM1",2.58125399006158e-06,0.284414748831697,0.941,0.91,0.0548464847808284
"448","PI3",2.73548358277514e-06,0.719915542052799,0.943,0.936,0.0581235551668061
"449","CD63",2.86126670064677e-06,0.28112171353832,0.945,0.92,0.0607961948553425
"450","CTSH",2.88840202552974e-06,-0.323825844740295,0.686,0.809,0.0613727662384559
"451","ARL6IP5",2.97912129712449e-06,0.288646337705007,0.52,0.335,0.0633003693213012
"452","TSPAN3",3.21064879436827e-06,0.326620383410236,0.715,0.596,0.0682198655827369
"453","OSMR",3.22517054314638e-06,0.311896217219685,0.564,0.426,0.0685284237007743
"454","LINC02595",3.48479394849207e-06,0.270036967845868,0.285,0.133,0.0740449018175595
"455","ZFAND2A",3.49457253715401e-06,-0.603859258271091,0.432,0.543,0.0742526772694485
"456","PCBD1",3.85706129828851e-06,-0.259228178292366,0.306,0.452,0.0819548384660342
"457","CYTOR",3.93368570029011e-06,0.304068162946058,0.377,0.223,0.0835829537597642
"458","RPL17",4.00498415576612e-06,0.268470758513859,0.982,0.984,0.0850979033417185
"459","CST3",4.2778963404934e-06,0.252610194660444,0.983,0.973,0.0908967414428038
"460","ICAM1",4.28186666139815e-06,0.309493737219811,0.249,0.106,0.0909811028213879
"461","IRF1",4.33999207042353e-06,0.408678415350958,0.544,0.41,0.0922161515123592
"462","ABRACL",4.70505609409586e-06,-0.274184546911361,0.579,0.718,0.0999730318873489
"463","SERPINB2",4.8910021438728e-06,0.449831377446234,0.298,0.149,0.103924013553009
"464","HLA-DPA1",5.09493436046325e-06,-0.266736573204555,0.542,0.66,0.108257165291123
"465","HYPK",5.1719084464488e-06,-0.26188011451637,0.169,0.287,0.109892710670144
"466","LGALS3",5.4863332500427e-06,0.289238693377156,0.971,0.926,0.116573608896907
"467","CALD1",5.79351368645934e-06,0.343228058796799,0.561,0.42,0.123100578809888
"468","LITAF",6.15430809981209e-06,0.315884836971162,0.729,0.644,0.130766738504807
"469","PSMD14",6.18378224987194e-06,-0.260675317102557,0.669,0.787,0.131393005245279
"470","BNIP3",6.34782760517369e-06,0.377525878976797,0.237,0.096,0.134878640954731
"471","FOS",6.47787541650423e-06,-0.710739831203452,0.669,0.787,0.137641896849882
"472","LAMA3",6.60615353622163e-06,0.309120576474634,0.471,0.335,0.140367550337637
"473","PSMB5",6.73892077364034e-06,-0.256916497787804,0.703,0.835,0.14318858859831
"474","GM2A",6.88108340697727e-06,-0.265807976503372,0.328,0.484,0.146209260231453
"475","FTH1",6.94210263962798e-06,0.288235233508613,0.989,0.995,0.147505796886815
"476","GBP4",7.15873550880257e-06,0.347599052367569,0.492,0.34,0.152108812091037
"477","GSN",7.33935020584183e-06,0.30520607672028,0.882,0.835,0.155946513173727
"478","NUDT1",7.4266420446377e-06,-0.255553128033758,0.797,0.872,0.157801290164462
"479","SDCBP",7.45038526900331e-06,0.352039137168443,0.639,0.532,0.158305786195782
"480","TSPAN1",7.6064579996981e-06,0.389660523890107,0.644,0.553,0.161622019577585
"481","EIF2S3",7.6806227857096e-06,0.269672315227653,0.791,0.739,0.163197872950758
"482","FXYD5",7.92267007511038e-06,0.298298948169551,0.797,0.745,0.168340893755945
"483","AP3S1",8.81376373429518e-06,0.277596897055435,0.555,0.42,0.187274851826304
"484","GPC1",8.89878773654699e-06,0.296010352425649,0.773,0.686,0.18908144182615
"485","TSC22D1",9.05442819098413e-06,-0.258579351199781,0.528,0.66,0.192388490202031
"486","NPTN",9.25863021121144e-06,0.28671308009671,0.742,0.638,0.196727374727821
"487","PHLDA1",9.33116716544448e-06,0.569251791622163,0.423,0.298,0.198268639931364
"488","CUTA",9.43724615870105e-06,-0.252974750704478,0.532,0.691,0.20052260638008
"489","MIR222HG",9.52076756882649e-06,0.343968881920334,0.33,0.186,0.202297269302425
"490","NAPRT",9.90477938480047e-06,0.285803437317117,0.685,0.628,0.21045675236824
"491","HLA-E",1.02065490823718e-05,0.260874395618894,0.968,0.957,0.216868754902235
"492","LDLR",1.02969420129602e-05,0.267897595370531,0.38,0.223,0.218789423891377
"493","SERPINA3",1.03055520157682e-05,0.625604338864263,0.144,0.032,0.218972369231044
"494","CD74",1.04079826894864e-05,-0.393436809984339,0.888,0.904,0.221148816186206
"495","MKI67",1.06334766762225e-05,0.292615499163386,0.797,0.739,0.225940112416375
"496","GJA1",1.14481419809684e-05,0.564334943042617,0.713,0.649,0.243250120811617
"497","ITGA2",1.15438531682982e-05,0.341448207948173,0.448,0.303,0.24528379212
"498","HIST1H4C",1.17644931071865e-05,-0.35868080134892,0.402,0.537,0.2499719495415
"499","MSMO1",1.34897638760435e-05,0.294983584435857,0.343,0.191,0.286630502838171
"500","SYNE2",1.36482047066659e-05,0.322605992258846,0.886,0.819,0.289997053607238
"501","TUBB6",1.44152560103008e-05,0.282866136673409,0.696,0.585,0.306295359706871
"502","SDR16C5",1.55453915507741e-05,0.323917669239114,0.397,0.261,0.330308479670847
"503","LTBP4",1.63090574140555e-05,0.285780190300263,0.608,0.489,0.346534851933851
"504","DST",1.77300493232837e-05,0.326402884903834,0.5,0.356,0.376728088021131
"505","PCNA",1.77730331134403e-05,-0.251360831959467,0.713,0.84,0.377641407594379
"506","SFN",1.88869678636398e-05,0.358803473644328,0.997,1,0.401310293166618
"507","RNF167",1.89140938199498e-05,-0.25916514669606,0.46,0.596,0.401886665486294
"508","CTSL",2.01996177144612e-05,0.263156093722464,0.362,0.223,0.429201477196872
"509","CFH",2.38184113225282e-05,0.279251378414956,0.482,0.335,0.506093603781078
"510","CD44",2.46768788408278e-05,0.256258679185641,0.945,0.904,0.524334321609909
"511","NEU1",2.67929272681222e-05,-0.260976199249809,0.323,0.457,0.569296118593061
"512","CEBPD",2.7326340719456e-05,-0.270921362811054,0.793,0.867,0.580630087607002
"513","GJB3",2.78103122449683e-05,0.28974931600643,0.648,0.516,0.590913514581085
"514","CCL26",2.8245024856778e-05,-0.332753885735225,0.06,0.138,0.600150288156819
"515","TCIM",2.84693265525047e-05,0.523791104920669,0.805,0.739,0.60491625058762
"516","RNF213",2.89012827011019e-05,0.330613106453507,0.86,0.809,0.614094454833013
"517","AGRN",3.02312768023557e-05,0.265383138306951,0.443,0.309,0.642354169496454
"518","LIMA1",3.04298229342454e-05,0.284205750392893,0.727,0.665,0.646572877706845
"519","POLR2J3",3.17501316687971e-05,-0.255680994550597,0.676,0.793,0.674626797698602
"520","DBNDD2",3.81204267331638e-05,0.285825621619048,0.544,0.41,0.809982827226265
"521","RPS2",4.05940863092507e-05,0.271055080978241,0.992,0.989,0.86254314589896
"522","RALA",4.22477649493482e-05,0.262218194698643,0.745,0.697,0.89768050964375
"523","SNHG5",4.3263688260699e-05,0.283101586066729,0.83,0.798,0.919266848163332
"524","TNFRSF6B",4.38291608451307e-05,0.323456589700811,0.225,0.101,0.931282009637337
"525","MYH14",4.47117675425688e-05,-0.273130848304673,0.489,0.622,0.950035636744502
"526","TMEM14A",4.7405072197322e-05,-0.268046650057586,0.59,0.697,1
"527","FUT2",4.75859660609263e-05,-0.250794015720547,0.396,0.532,1
"528","GSTO1",5.01298342890014e-05,0.279237539538157,0.629,0.532,1
"529","SDF2L1",5.38517310635454e-05,-0.275589960084223,0.484,0.617,1
"530","NINJ1",5.4450971105934e-05,0.315395957900113,0.392,0.261,1
"531","SPINT1-AS1",5.57736757795668e-05,-0.276000733567142,0.394,0.527,1
"532","DNAJB1",6.014410444433e-05,-0.318872272325913,0.777,0.809,1
"533","CALU",6.03425341564096e-05,0.281888685552525,0.63,0.532,1
"534","SERPINB7",6.58434778612925e-05,0.448092753387907,0.301,0.176,1
"535","MUC1",7.02840950034571e-05,0.35883995862649,0.615,0.505,1
"536","IER3",7.25377531698663e-05,0.608179440778861,0.815,0.739,1
"537","MXRA5",7.28566864941541e-05,0.279557560062876,0.351,0.223,1
"538","MAD1L1",7.30811054982142e-05,0.308661292326313,0.565,0.452,1
"539","SPINT1",7.52495510075742e-05,0.281785154487456,0.824,0.777,1
"540","EN1",7.82792774733557e-05,-0.301344242887146,0.354,0.479,1
"541","SMC4",8.26501562724796e-05,0.281060506399983,0.932,0.883,1
"542","KCNQ1OT1",8.55083814439897e-05,-0.268723749647529,0.358,0.495,1
"543","G6PD",9.28038982705958e-05,-0.254402387503175,0.508,0.606,1
"544","HSPA2",0.0001110151874451,0.260106657640925,0.616,0.516,1
"545","HLA-F",0.00011982685966481,0.268659909816429,0.68,0.574,1
"546","MRPS26",0.000124105726413605,-0.271267062200995,0.542,0.654,1
"547","ZNF428",0.000130952169142872,-0.267120759814876,0.547,0.665,1
"548","H19",0.00013729770178197,0.330227458806946,0.177,0.069,1
"549","CCDC88A",0.000143429296591934,0.26176962052006,0.444,0.319,1
"550","PLEC",0.000164436847563703,0.273386944985603,0.687,0.596,1
"551","KLF2",0.000165154481087141,-0.260854372235484,0.156,0.255,1
"552","TNFAIP2",0.000173784476699012,0.333841819182049,0.675,0.59,1
"553","SIVA1",0.00018969574972914,-0.266758605959623,0.811,0.867,1
"554","YPEL5",0.000192197557191038,-0.259719628223248,0.527,0.638,1
"555","IRF6",0.000201530233565879,0.280805652159082,0.69,0.606,1
"556","GARS",0.000240833195951597,0.297004152624476,0.659,0.58,1
"557","MALL",0.000253595866785357,0.297577594989692,0.74,0.633,1
"558","CALM3",0.000261099070535602,0.278460216246058,0.807,0.745,1
"559","MAP4K4",0.000263921140121719,0.265233252758964,0.38,0.261,1
"560","CNN2",0.000303824507853406,0.259287263245304,0.528,0.441,1
"561","RAB25",0.000310211595037279,-0.276196697366354,0.642,0.734,1
"562","ARL6IP1",0.000312155054817416,-0.295852523933854,0.837,0.888,1
"563","SAMD9",0.000326206540028626,0.325423085277092,0.667,0.58,1
"564","HSP90B1",0.000329438743753037,0.270179437763141,0.945,0.915,1
"565","NAMPT",0.000332400162464867,0.292835654763637,0.693,0.649,1
"566","OST4",0.000531562534136735,-0.251342323115474,0.766,0.819,1
"567","SLURP2",0.000555074066507094,0.273353563612903,0.973,0.973,1
"568","MELTF",0.000564461542257294,0.274386221285131,0.421,0.324,1
"569","SERPING1",0.000588942948148802,0.263863121589547,0.606,0.521,1
"570","ARL4A",0.000643592880424891,0.29873603867274,0.85,0.809,1
"571","POLD4",0.000643608815254453,0.25498995114934,0.745,0.697,1
"572","JPT1",0.000756035640687603,0.25465575610383,0.937,0.92,1
"573","EPHA2",0.000766019320273827,0.299844293074474,0.496,0.394,1
"574","TRA2B",0.000768815861693851,-0.322932862531011,0.817,0.878,1
"575","GBP2",0.000807468325348839,0.268747908913835,0.515,0.436,1
"576","ITGB8",0.000819811905705485,0.275875412905211,0.591,0.5,1
"577","SCD",0.000902199344133435,0.253234044191853,0.258,0.154,1
"578","ADIRF",0.00092294782744459,0.303111984626009,0.653,0.612,1
"579","SMS",0.00114007035998236,0.268472472844001,0.491,0.404,1
"580","MID1IP1",0.00130942564303028,-0.268958747289935,0.487,0.58,1
"581","PCLAF",0.0013561551670689,-0.265017372946041,0.677,0.771,1
"582","HAS3",0.00143598338293832,0.28483021867704,0.301,0.202,1
"583","IGFL2-AS1",0.00157563753414073,-0.299433348577168,0.674,0.729,1
"584","EIF4EBP1",0.00190629841480687,0.307035711374631,0.822,0.835,1
"585","NFKBIA",0.00226709888286558,0.373475927113598,0.729,0.702,1
"586","AREG",0.00266662446452235,0.269326902062639,0.226,0.144,1
"587","F3",0.00391861393569823,0.455126455973487,0.367,0.277,1
"588","CXCL9",0.00396683586589644,0.3785297362704,0.132,0.064,1
"589","MTHFD2",0.00417016449146583,0.268136388721595,0.605,0.548,1
"590","CCL20",0.00425582388995756,0.520355869733706,0.148,0.074,1
"591","S100P",0.00481598803445654,0.256339853736608,0.745,0.67,1
"592","GBP1",0.00528860622352753,0.264852420847427,0.575,0.489,1
"593","IER2",0.00543681913361723,-0.28270689013433,0.757,0.782,1
"594","SAA1",0.00589779641537512,0.278551759746798,0.252,0.176,1
"595","DKK1",0.00632466827056951,0.264066712089901,0.172,0.101,1
"596","CD55",0.00730935305042456,0.366682646886438,0.434,0.383,1
"597","BTG2",0.00924674938066086,-0.311433823169927,0.502,0.58,1
"598","HAS2",0.009484296511282,0.285839234735693,0.246,0.17,1
"599","JUNB",0.0102565306765448,0.261612043422368,0.949,0.941,1
"600","FDFT1",0.0107534788552831,0.268985676444381,0.692,0.681,1
"601","PPP1R15A",0.0119007776824135,-0.405271859172732,0.603,0.681,1
"602","IER5",0.0377962825120218,-0.359818932649372,0.581,0.601,1
"603","LMO2",0.0971031497144579,0.309349620426169,0.39,0.378,1
"604","ODC1",0.103086273910143,-0.284483261528593,0.248,0.303,1
"605","MMP10",0.135361270695911,0.758382633417637,0.284,0.25,1
"606","CXCL1",0.150546867100393,0.344618667720075,0.188,0.149,1
"607","MMP1",0.70048662470461,0.952490738383698,0.608,0.66,1
"608","CEACAM7",0.711278983954074,0.277097233447933,0.245,0.271,1
